c-a,,,,a-b,,,,b-c,,,,,,A1,B1,C1,,,A,B,C,,,,,A3,B3,C3,,,A4,B4,C4,,,,A5,B5,C5,,,,Phase A,A6,B6,C6,,,,,,A7,B7,C7,,,,,Phase B,A8,B8,C8,,,,Phase B,A9,B9,C9,,,,Phase C,A10,B10,C10,label
,,,,,,,,,,,,,,-0.175,0.374,-0.199,,,0.045,0.351,-0.396,2,,,,-0.645,0.837,-0.191,1,,-0.645,0.837,-0.191,1,,,-0.358,0.52,-0.162,0,,,,-0.358,0.52,-0.162,0,,,,,-0.834,0.876,-0.043,1,,,,,-0.358,0.52,-0.162,1,,,,-0.358,0.52,-0.162,1,,,,-0.358,0.52,-0.162,0
,,,,,,,,,,,,,,-0.207,0.373,-0.166,,,0.021,0.357,-0.378,2,,,,-0.667,0.848,-0.18,1,,-0.667,0.848,-0.18,1,,,-0.38,0.505,-0.125,0,,,,-0.38,0.505,-0.125,0,,,,,-0.845,0.875,-0.03,1,,,,,-0.38,0.505,-0.125,1,,,,-0.38,0.505,-0.125,1,,,,-0.38,0.505,-0.125,0
,,,,,,,,,,,,,,-0.239,0.372,-0.134,,,-0.004,0.362,-0.359,2,,,,-0.689,0.857,-0.168,1,,-0.689,0.857,-0.168,1,,,-0.403,0.49,-0.088,0,,,,-0.403,0.49,-0.088,0,,,,,-0.854,0.872,-0.018,1,,,,,-0.403,0.49,-0.088,1,,,,-0.403,0.49,-0.088,1,,,,-0.403,0.49,-0.088,0
,,,,,,,,,,,,,,-0.271,0.373,-0.102,,,-0.029,0.367,-0.338,2,,,,-0.711,0.864,-0.153,1,,-0.711,0.864,-0.153,1,,,-0.425,0.475,-0.05,0,,,,-0.425,0.475,-0.05,0,,,,,-0.862,0.869,-0.006,1,,,,,-0.425,0.475,-0.05,1,,,,-0.425,0.475,-0.05,1,,,,-0.425,0.475,-0.05,0
,,,,,,,,,,,,,,-0.304,0.374,-0.07,,,-0.055,0.371,-0.316,2,,,,-0.732,0.869,-0.137,1,,-0.732,0.869,-0.137,1,,,-0.448,0.46,-0.012,0,,,,-0.448,0.46,-0.012,0,,,,,-0.87,0.863,0.006,1,,,,,-0.448,0.46,-0.012,1,,,,-0.448,0.46,-0.012,1,,,,-0.448,0.46,-0.012,0
,,,,,,,,,,,,,,-0.336,0.374,-0.038,,,-0.08,0.373,-0.293,2,,,,-0.752,0.873,-0.121,1,,-0.752,0.873,-0.121,1,,,-0.468,0.443,0.025,0,,,,-0.468,0.443,0.025,0,,,,,-0.876,0.856,0.02,1,,,,,-0.468,0.443,0.025,1,,,,-0.468,0.443,0.025,1,,,,-0.468,0.443,0.025,0
,,,,,,,,,,,,,,-0.368,0.374,-0.007,,,-0.105,0.374,-0.269,2,,,,-0.772,0.875,-0.103,1,,-0.772,0.875,-0.103,1,,,-0.488,0.425,0.063,0,,,,-0.488,0.425,0.063,0,,,,,-0.882,0.847,0.035,1,,,,,-0.488,0.425,0.063,1,,,,-0.488,0.425,0.063,1,,,,-0.488,0.425,0.063,0
,,,,,,,,,,,,,,-0.398,0.373,0.025,,,-0.13,0.373,-0.244,2,,,,-0.79,0.877,-0.087,1,,-0.79,0.877,-0.087,1,,,-0.505,0.404,0.101,0,,,,-0.505,0.404,0.101,0,,,,,-0.887,0.836,0.051,1,,,,,-0.505,0.404,0.101,1,,,,-0.505,0.404,0.101,1,,,,-0.505,0.404,0.101,0
,,,,,,,,,,,,,,-0.428,0.37,0.058,,,-0.153,0.372,-0.219,2,,,,-0.806,0.877,-0.071,1,,-0.806,0.877,-0.071,1,,,-0.52,0.382,0.138,0,,,,-0.52,0.382,0.138,0,,,,,-0.891,0.824,0.067,1,,,,,-0.52,0.382,0.138,1,,,,-0.52,0.382,0.138,1,,,,-0.52,0.382,0.138,0
,,,,,,,,,,,,,,-0.456,0.365,0.092,,,-0.175,0.37,-0.195,2,,,,-0.821,0.877,-0.056,1,,-0.821,0.877,-0.056,1,,,-0.534,0.359,0.175,0,,,,-0.534,0.359,0.175,0,,,,,-0.894,0.81,0.084,1,,,,,-0.534,0.359,0.175,1,,,,-0.534,0.359,0.175,1,,,,-0.534,0.359,0.175,0
,,,,,,,,,,,,,,-0.483,0.357,0.126,,,-0.195,0.367,-0.172,2,,,,-0.834,0.876,-0.043,1,,-0.834,0.876,-0.043,1,,,-0.547,0.335,0.212,0,,,,-0.547,0.335,0.212,0,,,,,-0.896,0.795,0.101,1,,,,,-0.547,0.335,0.212,1,,,,-0.547,0.335,0.212,1,,,,-0.547,0.335,0.212,0
,,,,,,,,,,,,,,-0.509,0.349,0.16,,,-0.215,0.366,-0.15,2,,,,-0.845,0.875,-0.03,1,,-0.845,0.875,-0.03,1,,,-0.56,0.311,0.249,0,,,,-0.56,0.311,0.249,0,,,,,-0.896,0.779,0.117,1,,,,,-0.56,0.311,0.249,1,,,,-0.56,0.311,0.249,1,,,,-0.56,0.311,0.249,0
,,,,,,,,,,,,,,-0.534,0.34,0.194,,,-0.235,0.365,-0.13,2,,,,-0.854,0.872,-0.018,1,,-0.854,0.872,-0.018,1,,,-0.572,0.288,0.285,0,,,,-0.572,0.288,0.285,0,,,,,-0.895,0.763,0.132,1,,,,,-0.572,0.288,0.285,1,,,,-0.572,0.288,0.285,1,,,,-0.572,0.288,0.285,0
,,,,,,,,,,,,,,-0.558,0.33,0.228,,,-0.256,0.365,-0.109,2,,,,-0.862,0.869,-0.006,1,,-0.862,0.869,-0.006,1,,,-0.585,0.264,0.321,0,,,,-0.585,0.264,0.321,0,,,,,-0.891,0.745,0.146,1,,,,,-0.585,0.264,0.321,1,,,,-0.585,0.264,0.321,1,,,,-0.585,0.264,0.321,0
,,,,,,,,,,,,,,-0.582,0.322,0.261,,,-0.277,0.366,-0.089,2,,,,-0.87,0.863,0.006,1,,-0.87,0.863,0.006,1,,,-0.596,0.24,0.356,0,,,,-0.596,0.24,0.356,0,,,,,-0.886,0.727,0.159,1,,,,,-0.596,0.24,0.356,1,,,,-0.596,0.24,0.356,1,,,,-0.596,0.24,0.356,0
,,,,,,,,,,,,,,-0.606,0.314,0.293,,,-0.298,0.366,-0.068,2,,,,-0.876,0.856,0.02,1,,-0.876,0.856,0.02,1,,,-0.607,0.216,0.391,0,,,,-0.607,0.216,0.391,0,,,,,-0.88,0.708,0.172,1,,,,,-0.607,0.216,0.391,1,,,,-0.607,0.216,0.391,1,,,,-0.607,0.216,0.391,0
,,,,,,,,,,,,,,-0.63,0.307,0.323,,,-0.321,0.366,-0.045,2,,,,-0.882,0.847,0.035,1,,-0.882,0.847,0.035,1,,,-0.618,0.192,0.426,0,,,,-0.618,0.192,0.426,0,,,,,-0.872,0.688,0.184,1,,,,,-0.618,0.192,0.426,1,,,,-0.618,0.192,0.426,1,,,,-0.618,0.192,0.426,0
,,,,,,,,,,,,,,-0.653,0.3,0.353,,,-0.343,0.364,-0.021,2,,,,-0.887,0.836,0.051,1,,-0.887,0.836,0.051,1,,,-0.627,0.168,0.46,0,,,,-0.627,0.168,0.46,0,,,,,-0.863,0.667,0.196,1,,,,,-0.627,0.168,0.46,1,,,,-0.627,0.168,0.46,1,,,,-0.627,0.168,0.46,0
,,,,,,,,,,,,,,-0.676,0.294,0.383,,,-0.365,0.36,0.005,2,,,,-0.891,0.824,0.067,1,,-0.891,0.824,0.067,1,,,-0.636,0.143,0.493,0,,,,-0.636,0.143,0.493,0,,,,,-0.853,0.646,0.207,1,,,,,-0.636,0.143,0.493,1,,,,-0.636,0.143,0.493,1,,,,-0.636,0.143,0.493,0
,,,,,,,,,,,,,,-0.698,0.287,0.411,,,-0.386,0.355,0.032,2,,,,-0.894,0.81,0.084,1,,-0.894,0.81,0.084,1,,,-0.644,0.119,0.525,0,,,,-0.644,0.119,0.525,0,,,,,-0.841,0.623,0.219,1,,,,,-0.644,0.119,0.525,1,,,,-0.644,0.119,0.525,1,,,,-0.644,0.119,0.525,0
,,,,,,,,,,,,,,-0.719,0.279,0.44,,,-0.406,0.347,0.059,2,,,,-0.896,0.795,0.101,1,,-0.896,0.795,0.101,1,,,-0.651,0.094,0.557,0,,,,-0.651,0.094,0.557,0,,,,,-0.829,0.599,0.23,1,,,,,-0.651,0.094,0.557,1,,,,-0.651,0.094,0.557,1,,,,-0.651,0.094,0.557,0
,,,,,,,,,,,,,,-0.738,0.27,0.468,,,-0.424,0.339,0.086,2,,,,-0.896,0.779,0.117,1,,-0.896,0.779,0.117,1,,,-0.658,0.069,0.588,0,,,,-0.658,0.069,0.588,0,,,,,-0.815,0.574,0.241,1,,,,,-0.658,0.069,0.588,1,,,,-0.658,0.069,0.588,1,,,,-0.658,0.069,0.588,0
,,,,,,,,,,,,,,-0.756,0.26,0.496,,,-0.441,0.329,0.112,2,,,,-0.895,0.763,0.132,1,,-0.895,0.763,0.132,1,,,-0.663,0.045,0.619,0,,,,-0.663,0.045,0.619,0,,,,,-0.801,0.548,0.252,1,,,,,-0.663,0.045,0.619,1,,,,-0.663,0.045,0.619,1,,,,-0.663,0.045,0.619,0
,,,,,,,,,,,,,,-0.772,0.249,0.524,,,-0.456,0.32,0.137,2,,,,-0.891,0.745,0.146,1,,-0.891,0.745,0.146,1,,,-0.668,0.02,0.648,0,,,,-0.668,0.02,0.648,0,,,,,-0.785,0.521,0.264,1,,,,,-0.668,0.02,0.648,1,,,,-0.668,0.02,0.648,1,,,,-0.668,0.02,0.648,0
,,,,,,,,,,,,,,-0.787,0.236,0.551,,,-0.471,0.311,0.16,2,,,,-0.886,0.727,0.159,1,,-0.886,0.727,0.159,1,,,-0.671,-0.006,0.677,0,,,,-0.671,-0.006,0.677,0,,,,,-0.769,0.494,0.275,1,,,,,-0.671,-0.006,0.677,1,,,,-0.671,-0.006,0.677,1,,,,-0.671,-0.006,0.677,0
,,,,,,,,,,,,,,-0.801,0.223,0.578,,,-0.484,0.302,0.182,2,,,,-0.88,0.708,0.172,1,,-0.88,0.708,0.172,1,,,-0.673,-0.031,0.704,0,,,,-0.673,-0.031,0.704,0,,,,,-0.751,0.465,0.286,1,,,,,-0.673,-0.031,0.704,1,,,,-0.673,-0.031,0.704,1,,,,-0.673,-0.031,0.704,0
,,,,,,,,,,,,,,-0.814,0.209,0.604,,,-0.497,0.295,0.202,2,,,,-0.872,0.688,0.184,1,,-0.872,0.688,0.184,1,,,-0.673,-0.058,0.731,0,,,,-0.673,-0.058,0.731,0,,,,,-0.733,0.436,0.297,1,,,,,-0.673,-0.058,0.731,1,,,,-0.673,-0.058,0.731,1,,,,-0.673,-0.058,0.731,0
,,,,,,,,,,,,,,-0.825,0.196,0.63,,,-0.51,0.288,0.222,2,,,,-0.863,0.667,0.196,1,,-0.863,0.667,0.196,1,,,-0.672,-0.084,0.757,0,,,,-0.672,-0.084,0.757,0,,,,,-0.714,0.406,0.308,1,,,,,-0.672,-0.084,0.757,1,,,,-0.672,-0.084,0.757,1,,,,-0.672,-0.084,0.757,0
,,,,,,,,,,,,,,-0.836,0.182,0.654,,,-0.523,0.282,0.241,2,,,,-0.853,0.646,0.207,1,,-0.853,0.646,0.207,1,,,-0.67,-0.111,0.781,0,,,,-0.67,-0.111,0.781,0,,,,,-0.694,0.375,0.319,1,,,,,-0.67,-0.111,0.781,1,,,,-0.67,-0.111,0.781,1,,,,-0.67,-0.111,0.781,0
,,,,,,,,,,,,,,-0.845,0.168,0.677,,,-0.535,0.275,0.261,2,,,,-0.841,0.623,0.219,1,,-0.841,0.623,0.219,1,,,-0.666,-0.138,0.805,0,,,,-0.666,-0.138,0.805,0,,,,,-0.673,0.344,0.329,1,,,,,-0.666,-0.138,0.805,1,,,,-0.666,-0.138,0.805,1,,,,-0.666,-0.138,0.805,0
,,,,,,,,,,,,,,-0.853,0.154,0.699,,,-0.548,0.267,0.281,2,,,,-0.829,0.599,0.23,1,,-0.829,0.599,0.23,1,,,-0.662,-0.165,0.827,0,,,,-0.662,-0.165,0.827,0,,,,,-0.651,0.313,0.337,1,,,,,-0.662,-0.165,0.827,1,,,,-0.662,-0.165,0.827,1,,,,-0.662,-0.165,0.827,0
,,,,,,,,,,,,,,-0.861,0.141,0.72,,,-0.56,0.258,0.302,2,,,,-0.815,0.574,0.241,1,,-0.815,0.574,0.241,1,,,-0.658,-0.191,0.848,0,,,,-0.658,-0.191,0.848,0,,,,,-0.627,0.282,0.345,1,,,,,-0.658,-0.191,0.848,1,,,,-0.658,-0.191,0.848,1,,,,-0.658,-0.191,0.848,0
,,,,,,,,,,,,,,-0.867,0.127,0.74,,,-0.572,0.247,0.324,2,,,,-0.801,0.548,0.252,1,,-0.801,0.548,0.252,1,,,-0.653,-0.216,0.868,0,,,,-0.653,-0.216,0.868,0,,,,,-0.602,0.251,0.351,1,,,,,-0.653,-0.216,0.868,1,,,,-0.653,-0.216,0.868,1,,,,-0.653,-0.216,0.868,0
,,,,,,,,,,,,,,-0.872,0.114,0.758,,,-0.583,0.236,0.347,2,,,,-0.785,0.521,0.264,1,,-0.785,0.521,0.264,1,,,-0.648,-0.239,0.887,0,,,,-0.648,-0.239,0.887,0,,,,,-0.576,0.22,0.356,1,,,,,-0.648,-0.239,0.887,1,,,,-0.648,-0.239,0.887,1,,,,-0.648,-0.239,0.887,0
,,,,,,,,,,,,,,-0.876,0.101,0.775,,,-0.593,0.223,0.369,2,,,,-0.769,0.494,0.275,1,,-0.769,0.494,0.275,1,,,-0.643,-0.262,0.905,0,,,,-0.643,-0.262,0.905,0,,,,,-0.549,0.189,0.36,1,,,,,-0.643,-0.262,0.905,1,,,,-0.643,-0.262,0.905,1,,,,-0.643,-0.262,0.905,0
,,,,,,,,,,,,,,-0.879,0.088,0.791,,,-0.602,0.21,0.391,2,,,,-0.751,0.465,0.286,1,,-0.751,0.465,0.286,1,,,-0.637,-0.284,0.921,0,,,,-0.637,-0.284,0.921,0,,,,,-0.521,0.158,0.363,1,,,,,-0.637,-0.284,0.921,1,,,,-0.637,-0.284,0.921,1,,,,-0.637,-0.284,0.921,0
,,,,,,,,,,,,,,-0.881,0.075,0.806,,,-0.609,0.197,0.412,2,,,,-0.733,0.436,0.297,1,,-0.733,0.436,0.297,1,,,-0.631,-0.305,0.936,0,,,,-0.631,-0.305,0.936,0,,,,,-0.493,0.126,0.366,1,,,,,-0.631,-0.305,0.936,1,,,,-0.631,-0.305,0.936,1,,,,-0.631,-0.305,0.936,0
,,,,,,,,,,,,,,-0.881,0.062,0.82,,,-0.615,0.183,0.432,2,,,,-0.714,0.406,0.308,1,,-0.714,0.406,0.308,1,,,-0.623,-0.326,0.949,0,,,,-0.623,-0.326,0.949,0,,,,,-0.464,0.094,0.37,1,,,,,-0.623,-0.326,0.949,1,,,,-0.623,-0.326,0.949,1,,,,-0.623,-0.326,0.949,0
,,,,,,,,,,,,,,-0.88,0.048,0.832,,,-0.619,0.169,0.45,2,,,,-0.694,0.375,0.319,1,,-0.694,0.375,0.319,1,,,-0.614,-0.348,0.961,0,,,,-0.614,-0.348,0.961,0,,,,,-0.435,0.061,0.375,1,,,,,-0.614,-0.348,0.961,1,,,,-0.614,-0.348,0.961,1,,,,-0.614,-0.348,0.961,0
,,,,,,,,,,,,,,-0.878,0.034,0.843,,,-0.622,0.155,0.467,2,,,,-0.673,0.344,0.329,1,,-0.673,0.344,0.329,1,,,-0.602,-0.37,0.972,0,,,,-0.602,-0.37,0.972,0,,,,,-0.407,0.027,0.379,1,,,,,-0.602,-0.37,0.972,1,,,,-0.602,-0.37,0.972,1,,,,-0.602,-0.37,0.972,0
,,,,,,,,,,,,,,-0.873,0.019,0.854,,,-0.624,0.142,0.483,2,,,,-0.651,0.313,0.337,1,,-0.651,0.313,0.337,1,,,-0.589,-0.393,0.982,0,,,,-0.589,-0.393,0.982,0,,,,,-0.378,-0.007,0.385,1,,,,,-0.589,-0.393,0.982,1,,,,-0.589,-0.393,0.982,1,,,,-0.589,-0.393,0.982,0
,,,,,,,,,,,,,,-0.868,0.004,0.864,,,-0.626,0.128,0.497,2,,,,-0.627,0.282,0.345,1,,-0.627,0.282,0.345,1,,,-0.574,-0.416,0.99,0,,,,-0.574,-0.416,0.99,0,,,,,-0.349,-0.041,0.39,1,,,,,-0.574,-0.416,0.99,1,,,,-0.574,-0.416,0.99,1,,,,-0.574,-0.416,0.99,0
,,,,,,,,,,,,,,-0.86,-0.012,0.873,,,-0.626,0.115,0.511,2,,,,-0.602,0.251,0.351,1,,-0.602,0.251,0.351,1,,,-0.557,-0.439,0.996,0,,,,-0.557,-0.439,0.996,0,,,,,-0.319,-0.075,0.394,1,,,,,-0.557,-0.439,0.996,1,,,,-0.557,-0.439,0.996,1,,,,-0.557,-0.439,0.996,0
,,,,,,,,,,,,,,-0.851,-0.029,0.88,,,-0.626,0.102,0.524,2,,,,-0.576,0.22,0.356,1,,-0.576,0.22,0.356,1,,,-0.539,-0.462,1.001,0,,,,-0.539,-0.462,1.001,0,,,,,-0.289,-0.108,0.398,1,,,,,-0.539,-0.462,1.001,1,,,,-0.539,-0.462,1.001,1,,,,-0.539,-0.462,1.001,0
,,,,,,,,,,,,,,-0.841,-0.047,0.887,,,-0.625,0.089,0.536,2,,,,-0.549,0.189,0.36,1,,-0.549,0.189,0.36,1,,,-0.522,-0.483,1.005,0,,,,-0.522,-0.483,1.005,0,,,,,-0.258,-0.141,0.4,1,,,,,-0.522,-0.483,1.005,1,,,,-0.522,-0.483,1.005,1,,,,-0.522,-0.483,1.005,0
,,,,,,,,,,,,,,-0.829,-0.063,0.892,,,-1.025,0.617,0.408,3,,,,-0.521,0.158,0.363,1,,-0.521,0.158,0.363,1,,,-0.504,-0.503,1.007,0,,,,-0.504,-0.503,1.007,0,,,,,-0.226,-0.174,0.4,1,,,,,-0.504,-0.503,1.007,1,,,,-0.504,-0.503,1.007,1,,,,-0.504,-0.503,1.007,0
,,,,,,,,,,,,,,-0.817,-0.079,0.896,,,-1.029,0.586,0.444,3,,,,-0.493,0.126,0.366,1,,-0.493,0.126,0.366,1,,,-0.488,-0.52,1.008,0,,,,-0.488,-0.52,1.008,0,,,,,-0.193,-0.205,0.398,1,,,,,-0.488,-0.52,1.008,1,,,,-0.488,-0.52,1.008,1,,,,-0.488,-0.52,1.008,0
,,,,,,,,,,,,,,-0.804,-0.094,0.897,,,-1.032,0.553,0.478,3,,,,-0.464,0.094,0.37,1,,-0.464,0.094,0.37,1,,,-0.472,-0.535,1.007,0,,,,-0.472,-0.535,1.007,0,,,,,-0.16,-0.236,0.395,1,,,,,-0.472,-0.535,1.007,1,,,,-0.472,-0.535,1.007,1,,,,-0.472,-0.535,1.007,0
,,,,,,,,,,,,,,-0.79,-0.107,0.897,,,-1.032,0.52,0.513,3,,,,-0.435,0.061,0.375,1,,-0.435,0.061,0.375,1,,,-0.455,-0.549,1.005,0,,,,-0.455,-0.549,1.005,0,,,,,-0.126,-0.266,0.392,1,,,,,-0.455,-0.549,1.005,1,,,,-0.455,-0.549,1.005,1,,,,-0.455,-0.549,1.005,0
,,,,,,,,,,,,,,-0.775,-0.12,0.895,,,-1.032,0.486,0.546,3,,,,-0.407,0.027,0.379,1,,-0.407,0.027,0.379,1,,,-0.439,-0.562,1.001,0,,,,-0.439,-0.562,1.001,0,,,,,-0.092,-0.296,0.388,1,,,,,-0.439,-0.562,1.001,1,,,,-0.439,-0.562,1.001,1,,,,-0.439,-0.562,1.001,0
,,,,,,,,,,,,,,-0.76,-0.131,0.892,,,-1.032,0.486,0.546,3,,,,-0.378,-0.007,0.385,1,,-0.378,-0.007,0.385,1,,,-0.421,-0.574,0.996,0,,,,-0.421,-0.574,0.996,0,,,,,-0.058,-0.326,0.384,1,,,,,-0.421,-0.574,0.996,1,,,,-0.421,-0.574,0.996,1,,,,-0.421,-0.574,0.996,0
,,,,,,,,,,,,,,-0.744,-0.143,0.887,,,-1.025,0.474,0.552,3,,,,-0.349,-0.041,0.39,1,,-0.349,-0.041,0.39,1,,,-0.402,-0.587,0.989,0,,,,-0.402,-0.587,0.989,0,,,,,-0.024,-0.356,0.38,1,,,,,-0.402,-0.587,0.989,1,,,,-0.402,-0.587,0.989,1,,,,-0.402,-0.587,0.989,0
,,,,,,,,,,,,,,-0.727,-0.154,0.881,,,-1.01,0.464,0.546,3,,,,-0.319,-0.075,0.394,1,,-0.319,-0.075,0.394,1,,,-0.382,-0.599,0.981,0,,,,-0.382,-0.599,0.981,0,,,,,0.009,-0.386,0.377,1,,,,,-0.382,-0.599,0.981,1,,,,-0.382,-0.599,0.981,1,,,,-0.382,-0.599,0.981,0
,,,,,,,,,,,,,,-0.708,-0.166,0.874,,,-0.973,0.461,0.512,3,,,,-0.289,-0.108,0.398,1,,-0.289,-0.108,0.398,1,,,-0.36,-0.611,0.971,0,,,,-0.36,-0.611,0.971,0,,,,,0.041,-0.416,0.375,1,,,,,-0.36,-0.611,0.971,1,,,,-0.36,-0.611,0.971,1,,,,-0.36,-0.611,0.971,0
,,,,,,,,,,,,,,-0.687,-0.179,0.866,,,-0.922,0.471,0.451,3,,,,-0.258,-0.141,0.4,1,,-0.258,-0.141,0.4,1,,,-0.338,-0.622,0.96,0,,,,-0.338,-0.622,0.96,0,,,,,0.073,-0.445,0.372,1,,,,,-0.338,-0.622,0.96,1,,,,-0.338,-0.622,0.96,1,,,,-0.338,-0.622,0.96,0
,,,,,,,,,,,,,,-0.665,-0.193,0.858,,,-0.862,0.488,0.374,3,,,,-0.226,-0.174,0.4,1,,-0.226,-0.174,0.4,1,,,-0.315,-0.633,0.948,0,,,,-0.315,-0.633,0.948,0,,,,,0.105,-0.475,0.369,1,,,,,-0.315,-0.633,0.948,1,,,,-0.315,-0.633,0.948,1,,,,-0.315,-0.633,0.948,0
,,,,,,,,,,,,,,-0.641,-0.208,0.849,,,-0.802,0.503,0.299,3,,,,-0.193,-0.205,0.398,1,,-0.193,-0.205,0.398,1,,,-0.291,-0.644,0.934,0,,,,-0.291,-0.644,0.934,0,,,,,0.137,-0.503,0.366,1,,,,,-0.291,-0.644,0.934,1,,,,-0.291,-0.644,0.934,1,,,,-0.291,-0.644,0.934,0
,,,,,,,,,,,,,,-0.616,-0.223,0.839,,,-0.748,0.51,0.238,3,,,,-0.16,-0.236,0.395,1,,-0.16,-0.236,0.395,1,,,-0.267,-0.653,0.919,0,,,,-0.267,-0.653,0.919,0,,,,,0.169,-0.53,0.361,1,,,,,-0.267,-0.653,0.919,1,,,,-0.267,-0.653,0.919,1,,,,-0.267,-0.653,0.919,0
,,,,,,,,,,,,,,-0.59,-0.238,0.828,,,-0.706,0.503,0.202,3,,,,-0.126,-0.266,0.392,1,,-0.126,-0.266,0.392,1,,,-0.242,-0.661,0.903,0,,,,-0.242,-0.661,0.903,0,,,,,0.201,-0.557,0.355,1,,,,,-0.242,-0.661,0.903,1,,,,-0.242,-0.661,0.903,1,,,,-0.242,-0.661,0.903,0
,,,,,,,,,,,,,,-0.564,-0.251,0.815,,,-0.678,0.481,0.197,3,,,,-0.092,-0.296,0.388,1,,-0.092,-0.296,0.388,1,,,-0.217,-0.668,0.885,0,,,,-0.217,-0.668,0.885,0,,,,,0.234,-0.582,0.348,1,,,,,-0.217,-0.668,0.885,1,,,,-0.217,-0.668,0.885,1,,,,-0.217,-0.668,0.885,0
,,,,,,,,,,,,,,-0.537,-0.264,0.801,,,-0.663,0.444,0.22,3,,,,-0.058,-0.326,0.384,1,,-0.058,-0.326,0.384,1,,,-0.192,-0.674,0.866,0,,,,-0.192,-0.674,0.866,0,,,,,0.266,-0.606,0.341,1,,,,,-0.192,-0.674,0.866,1,,,,-0.192,-0.674,0.866,1,,,,-0.192,-0.674,0.866,0
,,,,,,,,,,,,,,-0.51,-0.275,0.785,,,-0.659,0.394,0.264,3,,,,-0.024,-0.356,0.38,1,,-0.024,-0.356,0.38,1,,,-0.167,-0.679,0.846,0,,,,-0.167,-0.679,0.846,0,,,,,0.298,-0.63,0.332,1,,,,,-0.167,-0.679,0.846,1,,,,-0.167,-0.679,0.846,1,,,,-0.167,-0.679,0.846,0
,,,,,,,,,,,,,,-0.483,-0.285,0.768,,,-0.659,0.338,0.321,3,,,,0.009,-0.386,0.377,1,,0.009,-0.386,0.377,1,,,-0.141,-0.683,0.824,0,,,,-0.141,-0.683,0.824,0,,,,,0.33,-0.652,0.322,1,,,,,-0.141,-0.683,0.824,1,,,,-0.141,-0.683,0.824,1,,,,-0.141,-0.683,0.824,0
,,,,,,,,,,,,,,-0.456,-0.293,0.749,,,-0.66,0.281,0.378,3,,,,0.041,-0.416,0.375,1,,0.041,-0.416,0.375,1,,,-0.116,-0.686,0.802,0,,,,-0.116,-0.686,0.802,0,,,,,0.361,-0.673,0.313,1,,,,,-0.116,-0.686,0.802,1,,,,-0.116,-0.686,0.802,1,,,,-0.116,-0.686,0.802,0
,,,,,,,,,,,,,,-0.428,-0.301,0.729,,,-0.655,0.228,0.427,3,,,,0.073,-0.445,0.372,1,,0.073,-0.445,0.372,1,,,-0.091,-0.687,0.778,0,,,,-0.091,-0.687,0.778,0,,,,,0.392,-0.694,0.302,1,,,,,-0.091,-0.687,0.778,1,,,,-0.091,-0.687,0.778,1,,,,-0.091,-0.687,0.778,0
,,,,,,,,,,,,,,-0.4,-0.308,0.708,,,-0.642,0.183,0.459,3,,,,0.105,-0.475,0.369,1,,0.105,-0.475,0.369,1,,,-0.066,-0.687,0.753,0,,,,-0.066,-0.687,0.753,0,,,,,0.422,-0.714,0.292,1,,,,,-0.066,-0.687,0.753,1,,,,-0.066,-0.687,0.753,1,,,,-0.066,-0.687,0.753,0
,,,,,,,,,,,,,,-0.371,-0.315,0.686,,,-0.618,0.146,0.472,3,,,,0.137,-0.503,0.366,1,,0.137,-0.503,0.366,1,,,-0.041,-0.686,0.727,0,,,,-0.041,-0.686,0.727,0,,,,,0.451,-0.733,0.282,1,,,,,-0.041,-0.686,0.727,1,,,,-0.041,-0.686,0.727,1,,,,-0.041,-0.686,0.727,0
,,,,,,,,,,,,,,-0.341,-0.323,0.663,,,-0.584,0.119,0.466,3,,,,0.169,-0.53,0.361,1,,0.169,-0.53,0.361,1,,,-0.017,-0.683,0.7,0,,,,-0.017,-0.683,0.7,0,,,,,0.48,-0.751,0.271,1,,,,,-0.017,-0.683,0.7,1,,,,-0.017,-0.683,0.7,1,,,,-0.017,-0.683,0.7,0
,,,,,,,,,,,,,,-0.31,-0.33,0.64,,,-0.542,0.099,0.444,3,,,,0.201,-0.557,0.355,1,,0.201,-0.557,0.355,1,,,0.007,-0.68,0.673,0,,,,0.007,-0.68,0.673,0,,,,,0.508,-0.768,0.261,1,,,,,0.007,-0.68,0.673,1,,,,0.007,-0.68,0.673,1,,,,0.007,-0.68,0.673,0
,,,,,,,,,,,,,,-0.279,-0.338,0.617,,,-0.495,0.083,0.412,3,,,,0.234,-0.582,0.348,1,,0.234,-0.582,0.348,1,,,0.031,-0.675,0.644,0,,,,0.031,-0.675,0.644,0,,,,,0.535,-0.784,0.25,1,,,,,0.031,-0.675,0.644,1,,,,0.031,-0.675,0.644,1,,,,0.031,-0.675,0.644,0
,,,,,,,,,,,,,,-0.246,-0.346,0.593,,,-0.445,0.069,0.376,3,,,,0.266,-0.606,0.341,1,,0.266,-0.606,0.341,1,,,0.056,-0.67,0.614,0,,,,0.056,-0.67,0.614,0,,,,,0.561,-0.799,0.239,1,,,,,0.056,-0.67,0.614,1,,,,0.056,-0.67,0.614,1,,,,0.056,-0.67,0.614,0
,,,,,,,,,,,,,,-0.214,-0.354,0.568,,,-0.397,0.052,0.344,3,,,,0.298,-0.63,0.332,1,,0.298,-0.63,0.332,1,,,0.081,-0.664,0.583,0,,,,0.081,-0.664,0.583,0,,,,,0.586,-0.814,0.228,1,,,,,0.081,-0.664,0.583,1,,,,0.081,-0.664,0.583,1,,,,0.081,-0.664,0.583,0
